"","society_id","Gathering","Hunting","Fishing","Husbandry","Agriculture","Agriculture_intensity"
"204","Af26",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"205","Af27",2.34741784037559,2.34741784037559,19.2488262910798,9.85915492957746,66.1971830985916,"Extensive/shifting"
"206","Af28",10.0478468899522,10.0478468899522,2.39234449760766,19.6172248803828,57.8947368421053,"Intensive"
"207","Af29",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"208","Af3",2.34741784037559,9.85915492957746,19.2488262910798,2.34741784037559,66.1971830985916,"Extensive/shifting"
"209","Af30",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"210","Af31",2.34741784037559,9.85915492957746,2.34741784037559,19.2488262910798,66.1971830985916,NA
"211","Af32",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"212","Af33",2.34741784037559,2.34741784037559,19.2488262910798,9.85915492957746,66.1971830985916,"Extensive/shifting"
"213","Af34",2.25225225225225,2.25225225225225,2.25225225225225,9.45945945945946,83.7837837837838,"Extensive/shifting"
"214","Af35",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"215","Af36",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"216","Af37",2.39234449760766,19.6172248803828,10.0478468899522,10.0478468899522,57.8947368421053,"Extensive/shifting"
"217","Af38",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"218","Af39",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"219","Af4",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"220","Af40",2.18340611353712,9.17030567685589,26.6375545851528,9.17030567685589,52.8384279475983,"Extensive/shifting"
"221","Af41",2.34741784037559,9.85915492957746,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"222","Af42",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"223","Af43",2.39234449760766,10.0478468899522,38.755980861244,10.0478468899522,38.755980861244,"Extensive/shifting"
"224","Af44",2.18340611353712,9.17030567685589,70.3056768558952,9.17030567685589,9.17030567685589,NA
"225","Af45",2.39234449760766,10.0478468899522,38.755980861244,10.0478468899522,38.755980861244,"Extensive/shifting"
"226","Af46",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"227","Af47",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"228","Af48",2.34741784037559,2.34741784037559,28.6384976525822,9.85915492957746,56.8075117370892,"Extensive/shifting"
"229","Af49",2.39234449760766,10.0478468899522,19.6172248803828,10.0478468899522,57.8947368421053,"Extensive/shifting"
"230","Af5",10.0478468899522,2.39234449760766,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"231","Af50",10.0478468899522,10.0478468899522,2.39234449760766,10.0478468899522,67.4641148325359,"Extensive/shifting"
"232","Af51",10.0478468899522,29.1866028708134,2.39234449760766,10.0478468899522,48.3253588516746,"Extensive/shifting"
"233","Af52",10.2439024390244,20,10.2439024390244,10.2439024390244,49.2682926829268,"Extensive/shifting"
"234","Af53",9.85915492957746,2.34741784037559,2.34741784037559,9.85915492957746,75.5868544600939,"Extensive/shifting"
"235","Af54",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
"236","Af55",2.39234449760766,10.0478468899522,10.0478468899522,10.0478468899522,67.4641148325359,"Extensive/shifting"
