@relation R_data_frame

@attribute Agriculture_intensity numeric
@attribute Major_crop_type numeric
@attribute Settlement_pattern numeric
@attribute Political_complexity numeric
@attribute Plow_cultivation numeric
@attribute Animal_type {'Absence or near absence',Bovine,Camelids,Deer,Equine,Pigs,Sheep/goats}
@attribute Milking {'Absence or near absence','More than sporadically'}
@attribute Population_size numeric
@attribute Amphibian_richness numeric
@attribute Bird_richness numeric
@attribute Mammal_richness numeric
@attribute Plants_richness numeric
@attribute Annual_NPP_Var numeric
@attribute Monthly_mean_NPP numeric
@attribute NPP_Constancy numeric
@attribute NPP_Contingency numeric
@attribute NPP_Predictability numeric
@attribute Biome {'Boreal Forests/Taiga','Deserts & Xeric Shrublands','Flooded Grasslands & Savannas',Ice,'Inland Water',Mangroves,'Mediterranean Forests, Woodlands & Scrub','Montane Grasslands & Shrublands','Temperate Broadleaf & Mixed Forests','Temperate Conifer Forests','Temperate Grasslands, Savannas & Shrublands','Tropical & Subtropical Coniferous Forests','Tropical & Subtropical Dry Broadleaf Forests','Tropical & Subtropical Grasslands, Savannas & Shrublands','Tropical & Subtropical Moist Broadleaf Forests',Tundra}
@attribute Annual_Mean_Temp numeric
@attribute Annual_Precip_Var numeric
@attribute Annual_Temp_Var numeric
@attribute Monthly_Mean_Precip numeric
@attribute Precip_Constancy numeric
@attribute Precip_Contingency numeric
@attribute Precip_Predictability numeric
@attribute Temp_Constancy numeric
@attribute Temp_Contingency numeric
@attribute Temp_Predictability numeric
@attribute cluster {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
3,6,7,1,1,Bovine,'Absence or near absence',2000,17.99259,401.011848,119.498682,3235.03,1.950477,3.33976,0.121757,0.291693,0.41345,'Tropical & Subtropical Coniferous Forests',18.625674,7864901987,30.979635,97213.12026,0.379424,0.189612,0.569037,0.432007,0.297122,0.729129,7
3,6,7,2,1,Bovine,'Absence or near absence',90000,25.60212,337.30724,95.460823,3204.61,0.816326,3.122943,0.21372,0.215672,0.429392,'Tropical & Subtropical Moist Broadleaf Forests',19.711286,8896547745,29.791341,99740.42821,0.359629,0.191819,0.551448,0.439575,0.283389,0.722964,8
3,6,7,2,1,Bovine,'Absence or near absence',100000,21,380.651172,124.476179,3224.94,1.085121,3.218336,0.159994,0.218863,0.378857,'Tropical & Subtropical Moist Broadleaf Forests',21.090829,12260014652,21.138039,107503.9096,0.328895,0.229982,0.558877,0.442695,0.248984,0.69168,5
3,6,7,2,1,Bovine,'Absence or near absence',350000,7,396.696275,97.311795,2683.2,1.09645,2.033372,0.192858,0.241105,0.433963,'Tropical & Subtropical Moist Broadleaf Forests',22.552816,13991971983,17.345622,106036.5907,0.315875,0.254626,0.570501,0.473927,0.245646,0.719573,8
3,6,7,1,1,Bovine,'Absence or near absence',20000,23.973555,280.092283,67.909902,3218.99,0.296907,1.522894,0.337907,0.166234,0.50414,'Tropical & Subtropical Moist Broadleaf Forests',16.822931,42894348062,33.692277,179460.4827,0.339222,0.212614,0.551836,0.423632,0.309498,0.73313,5
5,6,7,2,1,Bovine,'Absence or near absence',175000,16,197.865844,59.80294,2629.04,1.029555,2.894911,0.201864,0.19825,0.400113,'Tropical & Subtropical Moist Broadleaf Forests',23.243929,14255254934,18.4208,116263.5061,0.340962,0.227733,0.568694,0.481692,0.230213,0.711906,5
6,6,7,4,3,Bovine,'Absence or near absence',4000000,10,273.314196,68.224745,2470.17,0.38981,0.957837,0.340991,0.232287,0.573277,'Tropical & Subtropical Dry Broadleaf Forests',25.149454,28371026749,8.56128,130723.3973,0.242124,0.284642,0.526766,0.524205,0.207095,0.7313,5
3,6,7,2,1,Bovine,'Absence or near absence',67200,8.260889,276.725556,91.001672,2838.3,1.608997,3.846072,0.139489,0.228754,0.368243,'Tropical & Subtropical Moist Broadleaf Forests',22.755791,17762619105,14.598592,119861.3207,0.329806,0.254661,0.584467,0.51042,0.229513,0.739933,8
3,6,7,2,1,Bovine,'Absence or near absence',300000,15.464066,331.498942,112.985322,3472.12,2.026073,3.605836,0.098417,0.293283,0.391701,'Tropical & Subtropical Moist Broadleaf Forests',17.569487,8627735957,27.750018,112411.0291,0.421629,0.18324,0.604869,0.437229,0.311726,0.748955,5
3,6,7,1,2,Bovine,'Absence or near absence',300,9.475918,413.068111,101.694914,3223.21,1.12558,3.018243,0.184074,0.220912,0.404986,'Tropical & Subtropical Moist Broadleaf Forests',20.004405,8929329311,27.045443,104628.212,0.380163,0.191329,0.571491,0.449536,0.277704,0.72724,5
6,6,7,1,1,Bovine,'Absence or near absence',2000000,20.790672,288.393058,100,2843.77,1.348866,2.041507,0.167211,0.269528,0.436739,'Tropical & Subtropical Moist Broadleaf Forests',25.208255,38317725884,8.904978,154062.7227,0.23564,0.305446,0.541085,0.497515,0.210908,0.708422,7
3,6,7,2,1,Bovine,'Absence or near absence',175000,29.211424,340.790096,101.344419,3058.25,0.706637,2.782334,0.249617,0.218093,0.467709,'Tropical & Subtropical Moist Broadleaf Forests',21.9309,13502696863,26.138876,113970.1543,0.3248,0.197697,0.522497,0.440343,0.253632,0.693975,5
3,6,7,2,2,Bovine,'Absence or near absence',66000,5,231.79129,66,2566.99,0.374205,1.494489,0.325253,0.209604,0.534857,'Tropical & Subtropical Moist Broadleaf Forests',25.964453,27392918907,4.208328,131721.1685,0.269484,0.25739,0.526874,0.60341,0.196318,0.799728,5
3,6,7,1,1,Bovine,'Absence or near absence',40000,28,360.387721,140.741293,3308.83,1.417912,3.889032,0.154899,0.25914,0.414039,'Tropical & Subtropical Moist Broadleaf Forests',19.652532,17970820984,20.894313,125905.6563,0.344387,0.256849,0.601235,0.45369,0.242938,0.696628,8
3,6,6,1,1,Bovine,'Absence or near absence',400000,34.080363,280.82324,105.896298,3776,0.657005,2.899784,0.242203,0.184813,0.427015,'Tropical & Subtropical Dry Broadleaf Forests',22.620859,14764314666,3.609248,165967.1013,0.506684,0.216209,0.722893,0.588726,0.169126,0.757853,8
6,6,6,3,3,Bovine,'Absence or near absence',40000,15.058554,282.730328,88.661696,2270.68,0.137177,1.392154,0.431014,0.139746,0.57076,'Tropical & Subtropical Dry Broadleaf Forests',25.967818,17206992207,1.407375,162927.1212,0.443262,0.190547,0.633809,0.66377,0.123376,0.787146,8
3,6,7,2,3,Bovine,'Absence or near absence',9000,37.878931,351.111894,134.103749,2897.75,2.460133,3.314643,0.082752,0.297948,0.380699,'Tropical & Subtropical Moist Broadleaf Forests',23.688887,28260811769,12.17888,139419.5572,0.268591,0.285283,0.553874,0.469963,0.223831,0.693794,8
6,6,5,3,3,Bovine,'Absence or near absence',250000,38,317.706025,128.884235,3397.46,0.637564,2.14496,0.251025,0.170889,0.421914,'Tropical & Subtropical Moist Broadleaf Forests',18.533287,11404422559,36.059138,116438.7277,0.430933,0.203801,0.634734,0.405208,0.285772,0.69098,7
3,6,4,1,1,'Absence or near absence','Absence or near absence',12000,56.369143,347.888329,178.225818,3275.4,0.646575,3.09966,0.226309,0.193376,0.419685,'Tropical & Subtropical Moist Broadleaf Forests',24.368333,18691867658,0.306836,248762.4497,0.584416,0.129114,0.71353,0.776879,0.052778,0.829657,7
5,6,7,5,3,Bovine,'Absence or near absence',9350,23.863818,225.642728,81,3589.96,0.676284,1.623368,0.246225,0.210466,0.456691,'Tropical & Subtropical Moist Broadleaf Forests',24.051602,17736819824,5.193047,166441.8438,0.441577,0.242727,0.684304,0.576279,0.175647,0.751926,5
6,6,5,4,1,Bovine,'Absence or near absence',300000,25,374.9475,137.086975,3261.69,1.61963,4.109468,0.131646,0.264609,0.396255,'Tropical & Subtropical Moist Broadleaf Forests',17.472249,14191390887,26.702268,119359.2698,0.379447,0.236325,0.615772,0.443243,0.269271,0.712514,8
3,6,4,1,1,Bovine,'Absence or near absence',100,23.961081,273.082581,102.796695,3685.13,1.124158,3.541471,0.178215,0.211044,0.38926,'Tropical & Subtropical Dry Broadleaf Forests',23.737465,27512600566,2.604089,193655.0434,0.45118,0.248137,0.699317,0.611022,0.144988,0.75601,5
1,1,1,1,1,'Absence or near absence','Absence or near absence',2000,48.572216,336.807037,173.639558,3211.07,0.735087,3.539946,0.192765,0.167254,0.360018,'Tropical & Subtropical Moist Broadleaf Forests',25.220733,23289771427,0.619694,241032.2638,0.537715,0.144925,0.68264,0.73563,0.095232,0.830862,2
6,6,7,5,3,Bovine,'Absence or near absence',22000000,36.620879,320.633539,88.711566,3804.08,0.757972,1.897868,0.218314,0.21721,0.435524,'Tropical & Subtropical Moist Broadleaf Forests',23.047811,12529156093,12.289166,134509.7213,0.469899,0.207473,0.677372,0.499282,0.230152,0.729434,7
6,6,7,4,3,Bovine,'Absence or near absence',3500000,21,233.412555,82.699265,3347.27,0.212932,1.067731,0.413827,0.135651,0.549477,'Tropical & Subtropical Moist Broadleaf Forests',24.916984,22299796285,3.405835,186258.2242,0.44502,0.238387,0.683407,0.588646,0.150581,0.739227,7
1,1,1,1,1,'Absence or near absence','Absence or near absence',20000,2,22,4.963484,2931.29,0.990916,2.328032,0.208416,0.245077,0.453493,'Tropical & Subtropical Moist Broadleaf Forests',25.930695,31377048816,3.158081,161614.8772,0.323706,0.265675,0.58938,0.610338,0.177654,0.787992,11
3,6,4,1,1,Bovine,'Absence or near absence',40000,23,390.929305,133.951792,3340.96,1.448077,3.967039,0.153595,0.242245,0.39584,'Tropical & Subtropical Moist Broadleaf Forests',18.404304,14190769772,22.788195,116660.6526,0.362095,0.223266,0.585361,0.446193,0.251592,0.697785,8
6,6,7,3,3,Bovine,'Absence or near absence',1250000,42.882796,305.308879,145.02055,3489.34,1.240741,3.553631,0.13527,0.242118,0.377388,'Tropical & Subtropical Moist Broadleaf Forests',24.607099,22738648013,0.505194,242231.5051,0.563343,0.147766,0.711109,0.746806,0.085263,0.832068,7
6,6,7,5,3,Bovine,'Absence or near absence',10000000,22.617556,175.23954,89.419897,2754.27,0.337489,1.374667,0.316967,0.147582,0.464549,'Tropical & Subtropical Moist Broadleaf Forests',24.146845,23988483368,9.132911,146199.3955,0.349312,0.295595,0.644907,0.508676,0.19638,0.705056,8
3,6,7,2,1,Pigs,'Absence or near absence',90000,22.675318,140.477596,61.531684,3029.56,0.939759,3.363025,0.190941,0.231175,0.422116,'Tropical & Subtropical Moist Broadleaf Forests',21.212364,10911121517,24.5959,118186.2441,0.497424,0.087302,0.584726,0.431338,0.294572,0.72591,8
3,6,5,1,1,Pigs,'Absence or near absence',18000,22.675318,140.477596,61.531684,3029.56,0.939759,3.363025,0.190941,0.231175,0.422116,'Tropical & Subtropical Moist Broadleaf Forests',21.212364,10911121517,24.5959,118186.2441,0.497424,0.087302,0.584726,0.431338,0.294572,0.72591,8
6,6,7,1,3,Bovine,'Absence or near absence',5300,22,160.028304,51.744766,3083.66,0.702846,2.851315,0.226498,0.184027,0.410525,'Tropical & Subtropical Moist Broadleaf Forests',22.783022,15275025962,15.966103,131471.0343,0.470987,0.108709,0.579695,0.470977,0.271539,0.742516,8
6,6,7,5,3,Bovine,'Absence or near absence',2225000,7.064535,7,34,2537.38,0.248328,1.642636,0.372536,0.126716,0.499251,'Tropical & Subtropical Moist Broadleaf Forests',26.453866,9877880436,0.422372,216677.5282,0.627326,0.069532,0.696858,0.754297,0.066684,0.820981,7
4,5,1,1,1,Sheep/goats,'Absence or near absence',10000,6,34.406063,30,3052.91,0.538597,3.512744,0.217428,0.154006,0.371434,'Tropical & Subtropical Moist Broadleaf Forests',26.262345,9198232669,0.214132,219166.8768,0.672392,0.052774,0.725166,0.800709,0.04076,0.841469,11
3,5,7,1,1,Sheep/goats,'Absence or near absence',1560,16,62,3,2386.61,1.244247,2.822412,0.170627,0.240874,0.411502,'Tropical & Subtropical Moist Broadleaf Forests',24.212558,14390583544,11.299871,126621.4134,0.466212,0.099307,0.565519,0.499384,0.254115,0.753499,9
3,6,5,1,1,Pigs,'Absence or near absence',200,8.605129,210.235208,44.168125,2560.11,0.701411,3.144219,0.233011,0.209919,0.44293,'Tropical & Subtropical Moist Broadleaf Forests',24.779186,10431294997,0.134633,264751.6097,0.687583,0.042224,0.729807,0.823079,0.030819,0.853898,8
6,6,6,2,1,Bovine,'Absence or near absence',40000,9.84951,226.094742,48.779808,2358.2,1.289058,3.48007,0.158347,0.229522,0.387869,'Tropical & Subtropical Moist Broadleaf Forests',25.380435,19303377937,3.841044,153686.8415,0.431136,0.191157,0.622293,0.592755,0.180885,0.77364,8
3,6,7,1,1,Pigs,'Absence or near absence',5000,10.490638,232.570096,47.395507,2603.16,0.44958,2.984272,0.282931,0.174445,0.457376,'Tropical & Subtropical Moist Broadleaf Forests',26.571033,10256494765,0.085051,229276.3268,0.664194,0.043549,0.707744,0.836792,0.013458,0.85025,8
3,6,7,1,1,Bovine,'Absence or near absence',150000,10.302416,186.823461,48,2658.41,0.284362,1.937741,0.362334,0.132232,0.494567,'Tropical & Subtropical Moist Broadleaf Forests',26.560495,10327951231,0.382597,213046.4443,0.616354,0.072461,0.688815,0.760195,0.059009,0.819204,8
6,6,7,1,3,Bovine,'Absence or near absence',10000,14,222.089358,50.842423,2409.22,0.621379,2.799339,0.215754,0.188578,0.404332,'Tropical & Subtropical Coniferous Forests',25.160455,21137694128,3.017132,167495.6076,0.443203,0.194227,0.63743,0.611057,0.164702,0.775759,5
6,6,6,1,1,Pigs,'Absence or near absence',130000,14,222.089358,50.842423,2409.22,0.621379,2.799339,0.215754,0.188578,0.404332,'Tropical & Subtropical Coniferous Forests',25.160455,21137694128,3.017132,167495.6076,0.443203,0.194227,0.63743,0.611057,0.164702,0.775759,8
3,6,5,1,1,Pigs,'Absence or near absence',70000,8,208.318746,49.95805,2806.35,0.446212,3.03238,0.297592,0.1545,0.452092,'Tropical & Subtropical Moist Broadleaf Forests',26.376102,6795251210,0.140806,223654.1877,0.67292,0.040613,0.713533,0.819861,0.022575,0.842436,8
3,6,6,1,1,Bovine,'Absence or near absence',6000,6,174.024902,44.88516,2715.22,0.643585,2.529589,0.235008,0.174997,0.410005,'Tropical & Subtropical Moist Broadleaf Forests',26.77731,19797812460,0.859893,186233.9842,0.465369,0.165399,0.630768,0.709019,0.091944,0.800963,7
3,6,7,2,1,Pigs,'Absence or near absence',35000,20,153.750334,51.043299,3029.56,0.715683,3.83009,0.225288,0.174411,0.399699,'Tropical & Subtropical Moist Broadleaf Forests',23.986932,15323340427,13.321675,121982.7468,0.440797,0.113638,0.554435,0.486393,0.26469,0.751083,8
3,6,7,1,1,Bovine,'Absence or near absence',7000,10.490638,166.931653,56,2715.22,1.008514,3.678724,0.144878,0.210656,0.355533,'Tropical & Subtropical Moist Broadleaf Forests',27.075205,11969280971,0.592863,194760.1311,0.565312,0.070587,0.635899,0.734074,0.071084,0.805158,8
6,6,7,1,1,Bovine,'Absence or near absence',40000,14,222.089358,50.842423,2409.22,0.621379,2.799339,0.215754,0.188578,0.404332,'Tropical & Subtropical Coniferous Forests',25.160455,21137694128,3.017132,167495.6076,0.443203,0.194227,0.63743,0.611057,0.164702,0.775759,5
6,6,7,1,3,Bovine,'Absence or near absence',55000,18.000325,241.294872,39,3083.66,0.702846,2.851315,0.226498,0.184027,0.410525,'Tropical & Subtropical Moist Broadleaf Forests',22.783022,15275025962,15.966103,131471.0343,0.470987,0.108709,0.579695,0.470977,0.271539,0.742516,8
3,6,7,1,1,Pigs,'Absence or near absence',11500,5.536546,259.651206,132.983012,4903.54,0.748204,3.221388,0.162151,0.201593,0.363744,'Tropical & Subtropical Moist Broadleaf Forests',24.863468,12657819206,0.074922,236496.7965,0.635137,0.041423,0.67656,0.84843,0.008688,0.857118,7
6,6,8,5,3,Bovine,'Absence or near absence',24000,16,268.650827,87.321588,3636.85,0.723785,3.078607,0.230181,0.196287,0.426468,'Tropical & Subtropical Moist Broadleaf Forests',25.337922,12710909647,0.357013,192692.9059,0.532327,0.124906,0.657233,0.76704,0.060598,0.827637,5
6,6,7,4,3,Bovine,'Absence or near absence',1000000,8.199302,193.584069,62,3196.02,0.957497,4.204913,0.158623,0.19966,0.358282,'Tropical & Subtropical Moist Broadleaf Forests',26.419407,15442713680,0.357239,183963.9894,0.500497,0.142461,0.642957,0.773451,0.066152,0.839603,5
6,6,7,1,3,Bovine,'Absence or near absence',1000000,28.435121,336.372174,139.035169,2760.3,0.717121,3.735326,0.234796,0.193383,0.428179,'Tropical & Subtropical Moist Broadleaf Forests',24.948282,18134122085,0.173715,226348.1747,0.572228,0.090737,0.662966,0.806355,0.030497,0.836852,5
3,6,7,1,2,Bovine,'Absence or near absence',145000,48.868432,287.604552,150.566935,4848.73,0.910369,3.739816,0.16968,0.1909,0.36058,'Tropical & Subtropical Moist Broadleaf Forests',25.167098,8656099523,0.214406,207120.0705,0.658857,0.046672,0.705529,0.803185,0.038835,0.842019,7
6,6,7,3,3,Bovine,'Absence or near absence',2000000,28.072348,272.510977,139.431923,3168.47,0.801675,3.646109,0.237666,0.175572,0.413238,'Tropical & Subtropical Moist Broadleaf Forests',24.956853,10224579554,0.252449,180099.641,0.591408,0.057949,0.649356,0.791922,0.02401,0.815932,5
4,5,7,1,1,Pigs,'Absence or near absence',10000,2,101.611257,20,3683.63,0.448068,3.398314,0.234772,0.153511,0.388284,'Tropical & Subtropical Moist Broadleaf Forests',26.946179,9987818558,0.655816,159303.612,0.52552,0.061168,0.586688,0.732046,0.050477,0.782523,7
4,5,1,1,1,'Absence or near absence','Absence or near absence',7000,29.760931,298.292666,126.325176,3076.76,0.664295,3.33498,0.254652,0.236971,0.491623,'Tropical & Subtropical Moist Broadleaf Forests',23.938454,9307624982,0.099777,189205.5434,0.608349,0.052485,0.660834,0.817874,0.014373,0.832247,15
4,5,5,3,1,Bovine,'Absence or near absence',6000,18.816299,268.59792,138.789293,5068.74,0.558349,3.609885,0.178213,0.186544,0.364757,'Tropical & Subtropical Moist Broadleaf Forests',21.939922,8367491962,0.075089,234439.7654,0.679234,0.030143,0.709377,0.846738,0.006335,0.853073,8
6,6,5,4,3,Bovine,'Absence or near absence',4000000,13,164.483822,60,3499.37,0.738394,3.128631,0.246159,0.203043,0.449203,'Tropical & Subtropical Moist Broadleaf Forests',27.151843,10746023095,0.378464,157292.3994,0.480447,0.121086,0.601533,0.763019,0.077335,0.840355,7
3,6,7,3,1,Pigs,'Absence or near absence',10000,6.642671,137.930923,30,2795.37,0.495681,3.681653,0.236099,0.165442,0.401541,'Tropical & Subtropical Moist Broadleaf Forests',27.04814,7125222775,0.08878,205331.6189,0.649791,0.034813,0.684605,0.830487,0.020259,0.850746,7
3,6,7,3,1,Pigs,'Absence or near absence',500,6,112.757208,36,4002.2,0.873758,3.443956,0.178441,0.210538,0.388979,'Tropical & Subtropical Moist Broadleaf Forests',26.604772,13849589993,0.587026,179431.4549,0.513076,0.112461,0.625537,0.742379,0.098927,0.841306,9
3,6,3,3,1,Bovine,'Absence or near absence',135000,8,147.439956,28,2603.56,0.801268,4.187494,0.222898,0.17186,0.394758,'Tropical & Subtropical Dry Broadleaf Forests',26.791556,20448903330,0.356407,186978.2132,0.457694,0.161254,0.618948,0.770381,0.072051,0.842432,8
3,6,7,2,1,Bovine,'Absence or near absence',3850,4,136.074331,22,2260.67,0.451436,2.92866,0.236654,0.16323,0.399884,'Tropical & Subtropical Dry Broadleaf Forests',26.990164,21785324101,0.726469,163909.527,0.396076,0.193105,0.589181,0.721367,0.108112,0.829479,5
3,6,8,3,1,Pigs,'Absence or near absence',10000,1,37.954333,26.742583,2241.81,0.382462,2.819839,0.269156,0.177783,0.446939,'Tropical & Subtropical Dry Broadleaf Forests',26.781281,23728404151,0.429536,167525.4379,0.380256,0.217622,0.597878,0.756089,0.07963,0.835719,8
3,6,6,2,1,Bovine,'Absence or near absence',82000,8,150.860901,40,1860.11,0.611474,2.956275,0.247249,0.190741,0.437989,'Tropical & Subtropical Dry Broadleaf Forests',26.345764,19443951690,1.138774,152808.9839,0.399324,0.220721,0.620045,0.687404,0.138169,0.825573,5
3,6,7,2,1,Bovine,'Absence or near absence',53000,17.992986,114.017605,29,1959.04,0.284507,2.365926,0.315285,0.164422,0.479707,'Tropical & Subtropical Dry Broadleaf Forests',26.871084,21489943786,1.374494,138523.3334,0.341826,0.230623,0.572449,0.674032,0.143466,0.817498,5
3,6,7,2,1,Bovine,'Absence or near absence',25000,9.57106,183.119034,74.51889,3735.24,1.162749,3.648104,0.177588,0.22486,0.402448,'Tropical & Subtropical Moist Broadleaf Forests',22.743144,14773302749,0.15201,245748.5389,0.602178,0.067502,0.66968,0.813016,0.029519,0.842534,8
3,5,7,2,1,Pigs,'Absence or near absence',25000,1,55.937322,7.588206,3076.76,0.504762,2.903824,0.28457,0.167063,0.451634,'Tropical & Subtropical Moist Broadleaf Forests',26.699149,20277024830,1.107538,150532.625,0.388362,0.225997,0.614358,0.691985,0.142116,0.8341,7
3,6,7,3,1,Sheep/goats,'Absence or near absence',6000,7,160.868244,29,2499.84,0.541514,3.448302,0.217131,0.19106,0.408191,'Tropical & Subtropical Dry Broadleaf Forests',26.942554,19724883062,0.401717,168017.2198,0.417737,0.185894,0.60363,0.761978,0.073304,0.835282,9
4,5,7,1,1,Pigs,'Absence or near absence',30000,19,455.167314,25,1515.09,0.897212,2.777689,0.194519,0.197702,0.392221,'Tropical & Subtropical Moist Broadleaf Forests',26.595236,12551192876,1.332367,162686.2947,0.490748,0.11617,0.606918,0.680796,0.156144,0.836939,7
6,6,8,2,3,Bovine,'Absence or near absence',100000,5,147.439956,22,2270.68,0.381057,2.855714,0.291107,0.140969,0.432077,'Tropical & Subtropical Dry Broadleaf Forests',26.833024,21746651443,0.981638,155183.4945,0.379526,0.199359,0.578885,0.695188,0.122855,0.818043,5
1,1,1,1,1,'Absence or near absence','Absence or near absence',2000,5,142.661794,27.80281,575.363,0.134228,0.15118,0.469295,0.185594,0.654889,'Deserts & Xeric Shrublands',20.83198,3590812132,37.007004,60614.8122,0.328452,0.122186,0.450638,0.362747,0.230669,0.593416,1
1,1,1,1,1,'Absence or near absence','Absence or near absence',1400,4,129.832326,25.93035,735.315,0.177287,0.187315,0.440384,0.164425,0.604809,'Deserts & Xeric Shrublands',22.313977,5378281840,29.362093,68758.59449,0.293327,0.151708,0.445035,0.39037,0.216781,0.607151,1
1,1,1,1,1,'Absence or near absence','Absence or near absence',294,20,176.250169,46,1115.93,0.476253,1.417039,0.262391,0.203822,0.466213,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.264753,27368559090,3.431501,153910.2034,0.387989,0.278436,0.666424,0.594699,0.174121,0.76882,2
1,1,1,1,1,'Absence or near absence','Absence or near absence',1000,16.160446,181.471954,21.325291,1878.82,0.592327,1.001569,0.252125,0.232108,0.484233,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.430993,25088934667,4.504544,121649.3613,0.317382,0.276758,0.59414,0.571576,0.182843,0.754419,2
1,1,1,1,1,'Absence or near absence','Absence or near absence',300,4,88.850587,24,1394.93,0.171138,1.343422,0.391035,0.127011,0.518046,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.317729,27681997351,4.704143,139930.5019,0.307583,0.276938,0.584521,0.580261,0.217052,0.797313,13
1,1,1,1,1,'Absence or near absence','Absence or near absence',2000,20.408337,163.208611,44,1211.27,0.295323,1.538136,0.330381,0.14721,0.477591,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.162566,27866324568,3.374606,153642.8373,0.377418,0.269928,0.647346,0.601811,0.182047,0.783857,2
1,1,1,1,1,'Absence or near absence','Absence or near absence',1000,3,151.21397,29,1087.57,0.420742,1.924313,0.286425,0.172943,0.459368,'Tropical & Subtropical Grasslands, Savannas & Shrublands',27.171843,27209538027,1.60807,150408.199,0.307273,0.293721,0.600994,0.663062,0.139594,0.802656,2
1,1,1,2,1,'Absence or near absence','Absence or near absence',125,5,127.287558,19,553.533,0.055556,0.028699,0.601193,0.160375,0.761567,'Deserts & Xeric Shrublands',20.769121,2176318683,45.995421,39534.38844,0.364752,0.078523,0.443274,0.346346,0.277319,0.623664,1
1,1,1,1,1,'Absence or near absence','Absence or near absence',650,6.037838,139.369664,32,1183.56,0.115972,-0.050488,0.500369,0.157587,0.657955,'Deserts & Xeric Shrublands',25.607791,7941068315,24.33125,70442.92486,0.238374,0.177559,0.415933,0.391472,0.211548,0.60302,2
1,1,1,1,1,'Absence or near absence','Absence or near absence',150,19,188.161194,27.987772,1911.46,0.841288,1.556818,0.20891,0.204258,0.413169,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.481367,28542899597,3.680708,130566.8183,0.349536,0.284786,0.634321,0.585731,0.17885,0.76458,2
1,1,1,1,1,'Absence or near absence','Absence or near absence',176,22,180.347251,42.426985,883.953,0.854483,1.056422,0.217442,0.230792,0.448234,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.674377,29355294615,3.720916,152758.6863,0.271362,0.300238,0.5716,0.596289,0.153555,0.749844,1
1,1,1,1,1,'Absence or near absence','Absence or near absence',2000,4,110.425877,24.871781,1289.53,4.567493,3.110283,0.089677,0.442174,0.531851,'Temperate Broadleaf & Mixed Forests',11.133918,2207124961,5.742136,101016.089,0.654708,0.075939,0.730647,0.547885,0.209575,0.757459,2
1,1,1,1,1,'Absence or near absence','Absence or near absence',1000,10.93313,188.464825,20.323889,899.253,0.244556,0.816724,0.37493,0.176601,0.551531,'Temperate Grasslands, Savannas & Shrublands',17.073338,2239046862,36.233977,62328.90153,0.493835,0.082119,0.575954,0.372767,0.275156,0.647923,13
3,5,7,2,1,Pigs,'Absence or near absence',200,16.885803,224.179069,50.483504,3232.1,1.216439,3.428137,0.169947,0.254337,0.424283,'Tropical & Subtropical Moist Broadleaf Forests',23.974434,29213650732,0.360268,330068.1364,0.589457,0.064094,0.653551,0.774956,0.07424,0.849196,5
3,5,7,1,1,Pigs,'Absence or near absence',7000,11.864362,246.762591,89.891412,3683.63,0.451229,4.148617,0.286456,0.150211,0.436668,'Tropical & Subtropical Moist Broadleaf Forests',25.24329,14598519070,0.998923,166767.402,0.49165,0.190895,0.682544,0.69791,0.12674,0.82465,9
5,5,5,1,1,Pigs,'Absence or near absence',800000,22.384204,148.128,87.175331,3608.44,0.987834,4.172943,0.160859,0.195195,0.356054,'Tropical & Subtropical Moist Broadleaf Forests',19.783602,28580874001,0.182911,349730.5802,0.606365,0.125864,0.732229,0.805916,0.028276,0.834192,8
4,5,6,1,1,Pigs,'Absence or near absence',300,16.684156,211.818704,51,3122.16,0.470195,3.236493,0.271832,0.14322,0.415052,'Tropical & Subtropical Moist Broadleaf Forests',20.248474,23865315370,0.207415,383459.4102,0.674051,0.091894,0.765944,0.796619,0.043762,0.840381,15
4,5,7,1,1,'Absence or near absence','Absence or near absence',300,17.360592,211.801779,50.767393,2926.46,0.430985,2.444191,0.301628,0.154813,0.456441,'Tropical & Subtropical Moist Broadleaf Forests',26.130734,14612849358,0.944397,163223.4004,0.494991,0.208215,0.703206,0.701262,0.108417,0.809679,10
4,5,7,1,1,Pigs,'Absence or near absence',35000,33.643519,246.762591,125.696456,2178.32,0.259246,2.489377,0.355211,0.120583,0.475794,'Tropical & Subtropical Moist Broadleaf Forests',26.68794,12898130040,1.286098,143255.6947,0.479294,0.205575,0.684869,0.679348,0.148501,0.827849,9
4,5,7,1,1,Pigs,'Absence or near absence',421,19.151091,238.075711,62,3052.91,0.35819,2.955966,0.345389,0.127155,0.472544,'Tropical & Subtropical Moist Broadleaf Forests',23.264292,22592155376,0.154022,335699.107,0.648886,0.091895,0.74078,0.823387,0.029719,0.853106,8
4,5,7,1,1,Pigs,'Absence or near absence',400,21.736932,231.798745,82.56135,3633.2,1.103033,3.918966,0.1613,0.204567,0.365867,'Tropical & Subtropical Moist Broadleaf Forests',21.473774,26448355810,0.186495,378359.4109,0.627507,0.106449,0.733956,0.803296,0.027217,0.830513,15
