@relation R_data_frame

@attribute Agriculture_intensity numeric
@attribute Major_crop_type numeric
@attribute Settlement_pattern numeric
@attribute Political_complexity numeric
@attribute Plow_cultivation numeric
@attribute Animal_type {'Absence or near absence',Bovine,Camelids,Deer,Equine,Pigs,Sheep/goats}
@attribute Milking {'Absence or near absence','More than sporadically'}
@attribute Population_size numeric
@attribute Amphibian_richness numeric
@attribute Bird_richness numeric
@attribute Mammal_richness numeric
@attribute Plants_richness numeric
@attribute Annual_NPP_Var numeric
@attribute Monthly_mean_NPP numeric
@attribute NPP_Constancy numeric
@attribute NPP_Contingency numeric
@attribute NPP_Predictability numeric
@attribute Biome {'Boreal Forests/Taiga','Deserts & Xeric Shrublands','Flooded Grasslands & Savannas',Ice,'Inland Water',Mangroves,'Mediterranean Forests, Woodlands & Scrub','Montane Grasslands & Shrublands','Temperate Broadleaf & Mixed Forests','Temperate Conifer Forests','Temperate Grasslands, Savannas & Shrublands','Tropical & Subtropical Coniferous Forests','Tropical & Subtropical Dry Broadleaf Forests','Tropical & Subtropical Grasslands, Savannas & Shrublands','Tropical & Subtropical Moist Broadleaf Forests',Tundra}
@attribute Annual_Mean_Temp numeric
@attribute Annual_Precip_Var numeric
@attribute Annual_Temp_Var numeric
@attribute Monthly_Mean_Precip numeric
@attribute Precip_Constancy numeric
@attribute Precip_Contingency numeric
@attribute Precip_Predictability numeric
@attribute Temp_Constancy numeric
@attribute Temp_Contingency numeric
@attribute Temp_Predictability numeric
@attribute cluster {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
4,5,4,1,1,Pigs,'Absence or near absence',15000,28.666848,180.100368,89.131464,3649.63,0.982732,4.190965,0.153679,0.18786,0.341539,'Tropical & Subtropical Moist Broadleaf Forests',19.121169,30045541590,0.229456,327433.5795,0.590158,0.142621,0.732778,0.791151,0.040163,0.831314,8
5,5,5,1,1,Pigs,'Absence or near absence',100,2,171.424528,29,2559.67,0.680804,3.141094,0.230702,0.161827,0.392529,'Tropical & Subtropical Moist Broadleaf Forests',26.761243,13741738381,0.822816,167735.4739,0.468817,0.166794,0.635611,0.711799,0.130557,0.842356,8
4,5,6,1,1,Pigs,'Absence or near absence',13000,3,168.678489,31,2717.75,0.471717,2.3211,0.28749,0.134626,0.422116,'Tropical & Subtropical Moist Broadleaf Forests',26.34425,14843210399,0.865718,165555.7609,0.465802,0.193447,0.659249,0.709872,0.117004,0.826877,10
4,5,7,1,1,Pigs,'Absence or near absence',5157,20.601944,243.56498,62.399592,3711.43,0.696668,3.160079,0.223202,0.167724,0.390927,'Tropical & Subtropical Moist Broadleaf Forests',19.8906,37678605809,0.423303,330001.8243,0.572941,0.151324,0.724265,0.759112,0.080027,0.839139,8
4,5,7,1,1,Pigs,'Absence or near absence',2000,11.864362,246.762591,89.891412,3683.63,0.451229,4.148617,0.286456,0.150211,0.436668,'Tropical & Subtropical Moist Broadleaf Forests',25.24329,14598519070,0.998923,166767.402,0.49165,0.190895,0.682544,0.69791,0.12674,0.82465,8
4,5,7,1,1,Pigs,'Absence or near absence',45000,12.502622,247.264771,81.178505,3648.31,1.099879,3.79714,0.159711,0.214647,0.374358,'Tropical & Subtropical Moist Broadleaf Forests',25.459574,12657746559,1.338071,167970.7257,0.528391,0.166588,0.69498,0.675465,0.153554,0.82902,9
4,5,7,1,1,Pigs,'Absence or near absence',3100,11.864362,246.762591,89.891412,3683.63,0.451229,4.148617,0.286456,0.150211,0.436668,'Tropical & Subtropical Moist Broadleaf Forests',25.24329,14598519070,0.998923,166767.402,0.49165,0.190895,0.682544,0.69791,0.12674,0.82465,8
4,5,5,1,1,Pigs,'Absence or near absence',36,13.941309,189.786677,38.430481,3068.53,1.267268,2.690545,0.167649,0.25548,0.423129,'Tropical & Subtropical Moist Broadleaf Forests',24.30955,21869230720,0.513916,347725.9395,0.628725,0.079328,0.708053,0.745618,0.084025,0.829642,5
4,5,7,1,1,Pigs,'Absence or near absence',2000,20.972284,229.041681,72.345941,3655.49,0.966769,4.236771,0.189009,0.20073,0.389739,'Tropical & Subtropical Moist Broadleaf Forests',23.704099,10919413329,1.047546,185681.3916,0.579293,0.147129,0.726422,0.692181,0.133459,0.82564,8
4,5,6,1,1,Pigs,'Absence or near absence',9000,18.301636,270.357682,78.944968,3808.09,1.016864,3.528187,0.193292,0.213056,0.406349,'Tropical & Subtropical Moist Broadleaf Forests',23.986139,17249483861,0.700546,193575.5796,0.522875,0.182557,0.705432,0.724852,0.101513,0.826365,8
4,5,7,1,1,Pigs,'Absence or near absence',600,19.445857,291.891393,77.091326,3711.43,0.59618,3.491928,0.222436,0.156688,0.379124,'Tropical & Subtropical Moist Broadleaf Forests',19.462696,34514342882,0.346099,325294.9732,0.578009,0.150185,0.728194,0.770477,0.064549,0.835026,8
4,5,6,1,1,Pigs,'Absence or near absence',2500,17.471958,205.941226,53,3163.68,0.811481,3.942428,0.216052,0.188695,0.404746,'Tropical & Subtropical Moist Broadleaf Forests',21.843286,20242247993,0.200225,334433.5666,0.653041,0.093571,0.746612,0.798507,0.039788,0.838295,8
4,5,7,1,1,Pigs,'Absence or near absence',1300,19.934195,281.853763,74.28969,4002.2,0.901574,3.73594,0.211603,0.21118,0.422784,'Tropical & Subtropical Moist Broadleaf Forests',21.222919,25367797913,0.482012,302765.5696,0.618167,0.112003,0.73017,0.752208,0.090274,0.842482,8
4,5,6,1,1,Pigs,'Absence or near absence',3500,29,281.853763,78.944968,4504.07,0.520017,3.296833,0.265858,0.155871,0.421729,'Tropical & Subtropical Moist Broadleaf Forests',25.025482,21056613937,0.108221,312181.4327,0.632698,0.089342,0.72204,0.824526,0.020943,0.84547,9
4,5,6,1,1,Pigs,'Absence or near absence',15000,18.892918,206.748461,54.83463,2862.33,0.569179,3.482843,0.269694,0.157654,0.427348,'Tropical & Subtropical Moist Broadleaf Forests',22.558122,20403716186,0.18489,339319.0386,0.658794,0.086316,0.74511,0.804588,0.03839,0.842978,8
4,4,3,1,1,'Absence or near absence','Absence or near absence',8500,12.261327,198.758288,38.166778,3084.94,1.030846,3.08792,0.191602,0.265562,0.457164,'Tropical & Subtropical Moist Broadleaf Forests',25.451891,29546921403,0.683288,298970.5246,0.572977,0.070642,0.643619,0.735964,0.11571,0.851674,13
4,5,6,1,1,Pigs,'Absence or near absence',10000,28.666848,180.100368,89.131464,3649.63,0.982732,4.190965,0.153679,0.18786,0.341539,'Tropical & Subtropical Moist Broadleaf Forests',19.121169,30045541590,0.229456,327433.5795,0.590158,0.142621,0.732778,0.791151,0.040163,0.831314,8
4,5,7,1,1,Pigs,'Absence or near absence',1500,20.601944,243.56498,69.28325,3740.43,0.741219,2.931923,0.23786,0.164896,0.402757,'Tropical & Subtropical Moist Broadleaf Forests',21.069529,36508281191,0.383567,322209.7971,0.573521,0.142753,0.716274,0.768218,0.075471,0.84369,9
4,4,3,1,1,Pigs,'Absence or near absence',18000,13,200.228698,39,2932.08,0.449019,3.810271,0.281797,0.146245,0.428043,'Tropical & Subtropical Moist Broadleaf Forests',23.389572,11669181516,0.082721,327686.0122,0.753219,0.02036,0.773579,0.83214,0.016431,0.848571,1
3,6,7,1,1,Pigs,'Absence or near absence',480,16.059282,219.294789,41,2941.71,0.347712,3.359805,0.311994,0.129642,0.441636,'Tropical & Subtropical Moist Broadleaf Forests',24.577315,9660229242,0.104787,300603.153,0.737293,0.035691,0.772984,0.834097,0.021199,0.855296,2
4,5,7,1,1,Pigs,'Absence or near absence',1500,18.046388,207.715209,53,3052.91,0.403963,2.925704,0.305091,0.148145,0.453236,'Tropical & Subtropical Moist Broadleaf Forests',20.921759,23468227861,0.235751,365849.962,0.662635,0.089115,0.75175,0.791284,0.048052,0.839335,9
5,5,2,1,1,Pigs,'Absence or near absence',68,16.059282,214.438328,43,2862.49,0.681582,3.584925,0.22159,0.185597,0.407187,'Tropical & Subtropical Moist Broadleaf Forests',22.518736,16896615553,0.17549,362326.831,0.721443,0.05781,0.779254,0.802333,0.036853,0.839185,1
4,6,3,1,1,Bovine,'Absence or near absence',10000,19.791497,241.294872,84.72775,3394.18,0.760835,2.749333,0.207756,0.191529,0.399285,'Montane Grasslands & Shrublands',20.354176,21008292931,0.346152,446397.3059,0.708901,0.044079,0.75298,0.768815,0.061824,0.830639,8
4,5,6,2,1,Pigs,'Absence or near absence',50000,18.760431,176.560963,65.857237,3168.99,0.585099,2.89627,0.240848,0.160649,0.401496,'Tropical & Subtropical Moist Broadleaf Forests',19.911341,22850805065,0.18519,365403.9826,0.649116,0.067701,0.716817,0.799794,0.034216,0.83401,8
4,5,7,1,1,Pigs,'Absence or near absence',8000,17.892828,264.710695,72.345941,3387.38,0.936398,3.108489,0.201489,0.199251,0.40074,'Tropical & Subtropical Moist Broadleaf Forests',24.670376,22011945996,0.595967,266412.6964,0.573122,0.141286,0.714407,0.732907,0.08807,0.820976,15
4,5,7,1,1,Pigs,'Absence or near absence',1000,1,174.024902,31,2.754014,0.24198,2.222167,0.330382,0.120759,0.451141,'Tropical & Subtropical Moist Broadleaf Forests',26.747211,20282610586,0.076329,287703.774,0.629566,0.070908,0.700473,0.842393,0.012342,0.854735,7
4,5,3,1,1,Pigs,'Absence or near absence',700,15.024027,212.283127,47,2666.41,0.435338,2.281126,0.293234,0.150155,0.443389,'Tropical & Subtropical Grasslands, Savannas & Shrublands',26.588811,17586384064,1.022941,156481.658,0.430979,0.226857,0.657835,0.699751,0.118858,0.818609,8
4,4,7,1,1,Pigs,'Absence or near absence',6000,10.109632,198.575653,23.976531,2968.25,0.338931,3.486153,0.334059,0.119284,0.453342,Mangroves,24.454025,12942987018,0.065015,350396.6119,0.74065,0.019653,0.760303,0.853915,0.009441,0.863355,15
3,5,5,1,1,Pigs,'Absence or near absence',90000,22.384204,148.128,87.175331,3608.44,0.987834,4.172943,0.160859,0.195195,0.356054,'Tropical & Subtropical Moist Broadleaf Forests',19.783602,28580874001,0.182911,349730.5802,0.606365,0.125864,0.732229,0.805916,0.028276,0.834192,5
4,4,7,2,1,Pigs,'Absence or near absence',8000,19.91936,216.964052,77.353183,3553.05,1.373664,3.93729,0.153027,0.260104,0.413132,'Tropical & Subtropical Moist Broadleaf Forests',20.947506,27080317115,0.41467,339310.6342,0.619019,0.114256,0.733275,0.75777,0.061458,0.819228,15
4,5,7,1,1,Pigs,'Absence or near absence',9000,20.972284,229.041681,72.345941,3655.49,0.966769,4.236771,0.189009,0.20073,0.389739,'Tropical & Subtropical Moist Broadleaf Forests',23.704099,10919413329,1.047546,185681.3916,0.579293,0.147129,0.726422,0.692181,0.133459,0.82564,7
4,5,7,3,1,Pigs,'Absence or near absence',6000,1,98.830744,2,3076.76,0.564654,2.870533,0.219696,0.169108,0.388804,'Tropical & Subtropical Moist Broadleaf Forests',27.658712,14321391631,0.084875,268661.4461,0.653022,0.0434,0.696421,0.848132,0.011974,0.860106,9
3,6,7,2,1,'Absence or near absence','Absence or near absence',900,3,88.850587,11,4903.54,0.554671,3.296833,0.28457,0.120414,0.453236,'Tropical & Subtropical Moist Broadleaf Forests',27.610671,19103954929,0.076656,292255.5914,0.638253,0.060435,0.698689,0.851974,0.007872,0.859846,9
4,4,5,3,1,Pigs,'Absence or near absence',500,26.595513,161.286553,69.28325,2795.37,0.504407,3.159847,0.269111,0.150215,0.419325,'Tropical & Subtropical Moist Broadleaf Forests',27.593779,18743654458,0.070767,299601.0949,0.642723,0.061715,0.704438,0.852732,0.005441,0.858173,9
4,4,7,2,1,Pigs,'Absence or near absence',170,5,63.152972,22,3421.54,0.118808,0.899858,0.459541,0.068619,0.52816,'Tropical & Subtropical Moist Broadleaf Forests',27.185147,12438316825,0.427284,159342.507,0.480994,0.187856,0.66885,0.754466,0.081434,0.8359,9
4,4,5,2,1,'Absence or near absence','Absence or near absence',3300,48.572216,347.888329,122.18429,4504.07,0.120955,1.576581,0.459678,0.102855,0.562533,'Tropical & Subtropical Moist Broadleaf Forests',27.515756,9608083201,0.169584,117091.7011,0.386511,0.037349,0.42386,0.766208,0.006845,0.773053,9
4,4,8,2,1,Pigs,'Absence or near absence',2000,16,176.560963,7.588206,4903.54,0.093749,1.56199,0.49761,0.06546,0.56307,'Tropical & Subtropical Moist Broadleaf Forests',27.403839,23456572588,0.15367,209493.3766,0.473498,0.085957,0.559456,0.792256,0.008348,0.800603,9
4,5,6,1,1,Pigs,'Absence or near absence',1100,8,232.570096,74.51889,3346.09,1.281974,3.697845,0.161041,0.268766,0.429806,'Tropical & Subtropical Dry Broadleaf Forests',27.060661,14212042245,0.681544,145605.2396,0.474635,0.167781,0.642417,0.72192,0.103116,0.825036,9
4,5,5,1,1,Pigs,'Absence or near absence',200,1,23,4,2.754014,0.104569,2.328032,0.271858,0.150661,0.483134,'Tropical & Subtropical Moist Broadleaf Forests',27.627432,14694739960,0.080604,275682.8502,0.654364,0.053617,0.707981,0.846823,0.00933,0.856153,9
4,4,5,2,1,Pigs,'Absence or near absence',10000,1,98.830744,3,3421.54,0.48939,3.08792,0.278013,0.120414,0.419325,'Tropical & Subtropical Moist Broadleaf Forests',27.540148,17777078999,0.082968,302548.2286,0.637829,0.058152,0.695981,0.846382,0.009721,0.856103,9
4,4,6,1,1,Pigs,'Absence or near absence',10000,1,198.575653,1,2566.99,0.222814,2.133929,0.327211,0.150661,0.477872,'Tropical & Subtropical Moist Broadleaf Forests',27.598298,18619153518,0.086233,281260.5623,0.634128,0.063641,0.697769,0.84464,0.009609,0.854249,9
4,4,6,2,1,Pigs,'Absence or near absence',900,6,84.816148,42,3227.22,0.033385,0.736042,0.657213,0.03052,0.687733,'Tropical & Subtropical Moist Broadleaf Forests',27.500854,15593397736,0.103009,279388.9575,0.615721,0.080053,0.695774,0.838597,0.017023,0.85562,9
4,4,7,2,1,Pigs,'Absence or near absence',250,2.754014,2.754014,2.754014,2.754014,0.410525,2.754014,0.270794,0.120414,0.391208,'Tropical & Subtropical Moist Broadleaf Forests',27.64205,14283286566,0.07751,273484.4634,0.662604,0.051273,0.713877,0.848857,0.009541,0.858397,9
4,5,5,3,1,Pigs,'Absence or near absence',8000,3,33.915471,2,1318.53,0.323112,2.604249,0.304369,0.127427,0.431796,'Tropical & Subtropical Moist Broadleaf Forests',27.596649,18464150034,0.082577,293388.8338,0.63708,0.054085,0.691165,0.850831,0.009041,0.859872,9
4,5,5,2,1,Pigs,'Absence or near absence',7000,1,198.575653,1,962.16,0.677655,3.006608,0.222412,0.215927,0.438339,'Tropical & Subtropical Dry Broadleaf Forests',27.546806,11339982121,0.151061,240615.9721,0.635594,0.049517,0.685111,0.819075,0.024069,0.843144,9
4,5,7,2,1,Pigs,'Absence or near absence',450,20.550111,282.730328,162.037911,1824.22,0.080478,1.604527,0.514619,0.085891,0.600509,'Tropical & Subtropical Moist Broadleaf Forests',27.33502,6630290059,0.214053,88305.07576,0.353588,0.039143,0.39273,0.744541,0.008245,0.752786,9
3,6,7,2,1,Bovine,'More than sporadically',3850,8,23,2,2236.83,1.281974,3.697845,0.161041,0.268766,0.429806,'Tropical & Subtropical Dry Broadleaf Forests',27.060661,14212042245,0.681544,145605.2396,0.474635,0.167781,0.642417,0.72192,0.103116,0.825036,5
4,4,7,2,1,Pigs,'Absence or near absence',421,2.754014,62,2.754014,2.754014,0.495681,1.001569,0.269156,0.167063,0.469812,'Tropical & Subtropical Dry Broadleaf Forests',27.512826,11819976152,0.174721,229984.5539,0.621182,0.053199,0.67438,0.809771,0.030823,0.840594,9
4,5,6,1,1,Pigs,'Absence or near absence',10000,6,98.830744,26.742583,3971.79,0.554671,3.084448,0.258918,0.172182,0.4311,'Tropical & Subtropical Moist Broadleaf Forests',27.275562,16489841712,0.270536,287982.4128,0.668945,0.057181,0.726126,0.791891,0.065142,0.857033,8
4,5,7,1,1,Pigs,'Absence or near absence',800,5,63.152972,20,2241.81,0.452777,3.088426,0.222868,0.160888,0.383757,'Tropical & Subtropical Moist Broadleaf Forests',27.710409,10765114054,0.160422,219223.7921,0.592641,0.032464,0.625106,0.812637,0.029596,0.842233,8
4,4,7,1,1,Pigs,'Absence or near absence',1500,1,166.931653,2.754014,2854.61,0.48939,2.278118,0.287236,0.192214,0.47945,'Tropical & Subtropical Moist Broadleaf Forests',26.858983,13541824830,1.000767,180682.6589,0.537154,0.121553,0.658707,0.697678,0.138241,0.835919,15
4,5,6,1,1,Pigs,'Absence or near absence',5700,13,128.86998,23.976531,3711.43,0.581913,3.240432,0.229895,0.181607,0.411502,'Tropical & Subtropical Moist Broadleaf Forests',27.367391,17666401828,0.205588,299823.3941,0.671466,0.056639,0.728105,0.803703,0.050446,0.85415,8
4,5,7,2,1,'Absence or near absence','Absence or near absence',4400,18.839909,32.170807,19,4172.24,0.221935,1.904675,0.359384,0.095112,0.454496,'Tropical & Subtropical Moist Broadleaf Forests',27.535702,9301353805,0.098746,224041.5118,0.640102,0.033856,0.673957,0.838263,0.016634,0.854897,9
4,5,6,1,1,Pigs,'Absence or near absence',200,22.43817,166.931653,51.077011,3648.31,1.036515,3.483443,0.163081,0.219461,0.382541,'Tropical & Subtropical Moist Broadleaf Forests',25.536069,12756561738,1.253924,174584.5045,0.53864,0.154866,0.693506,0.682452,0.150616,0.833068,9
5,5,7,1,1,Pigs,'Absence or near absence',68,10.173817,128.86998,42,3421.54,0.663269,3.043115,0.232099,0.196923,0.429022,'Tropical & Subtropical Moist Broadleaf Forests',26.751437,15868632673,0.272881,271872.8626,0.646183,0.063943,0.710126,0.788792,0.06738,0.856172,7
4,5,7,3,1,Pigs,'Absence or near absence',40000,1,104,7.588206,2537.38,0.669208,3.147404,0.244248,0.164744,0.408992,'Tropical & Subtropical Moist Broadleaf Forests',25.780002,12688775850,0.908834,197595.7326,0.569383,0.115647,0.68503,0.707157,0.138454,0.845611,9
3,6,6,1,1,Pigs,'More than sporadically',3000,59.768273,485.635628,175.235233,4905.18,0.53474,2.527359,0.251092,0.156376,0.407468,'Tropical & Subtropical Moist Broadleaf Forests',27.148559,15835100252,0.226989,264301.3625,0.636291,0.057876,0.694166,0.803129,0.055439,0.858568,9
4,6,6,2,1,'Absence or near absence','Absence or near absence',6000,5,90.834466,19,3971.79,0.701191,3.172843,0.219545,0.210173,0.429717,'Tropical & Subtropical Moist Broadleaf Forests',27.391228,16073600469,0.275918,283247.1737,0.66267,0.038737,0.701407,0.787828,0.068674,0.856502,10
3,6,7,1,1,Bovine,'Absence or near absence',1400,1,259.651206,21,2214.8,1.090229,2.819898,0.170833,0.224404,0.395237,'Tropical & Subtropical Moist Broadleaf Forests',26.150451,12334768177,1.102708,186946.1107,0.563876,0.119637,0.683513,0.695938,0.146659,0.842597,9
4,5,7,2,1,Pigs,'Absence or near absence',9000,1,41,18,2931.29,0.610162,2.912271,0.240004,0.182393,0.422397,'Tropical & Subtropical Moist Broadleaf Forests',26.787796,12381981194,0.727758,223167.9529,0.613237,0.065578,0.678815,0.726676,0.122337,0.849013,9
4,5,6,1,1,Pigs,'Absence or near absence',15000,6,98.830744,25,3501.22,0.663131,3.728724,0.212616,0.180433,0.39305,'Tropical & Subtropical Moist Broadleaf Forests',27.390372,16021527620,0.287906,278247.0504,0.653888,0.042048,0.695936,0.784757,0.071018,0.855775,9
4,5,5,1,1,Pigs,'Absence or near absence',1200,1,50,2,3576.26,0.391669,2.876081,0.271858,0.123033,0.394892,'Tropical & Subtropical Moist Broadleaf Forests',27.495035,9586616847,0.207302,219306.9395,0.605558,0.027643,0.633201,0.801898,0.036974,0.838872,9
4,5,6,1,1,Pigs,'Absence or near absence',1000,18.839909,108.247936,36,3740.43,0.478838,2.925366,0.28574,0.141423,0.427163,'Tropical & Subtropical Moist Broadleaf Forests',27.222486,14939851997,0.309444,280132.8361,0.670633,0.052415,0.723049,0.785444,0.069198,0.854643,7
4,5,6,1,1,Pigs,'Absence or near absence',200,5,168.678489,35,2760.3,0.586533,3.405185,0.224347,0.155832,0.380179,'Tropical & Subtropical Moist Broadleaf Forests',27.523404,9190985596,0.191564,221072.1203,0.621422,0.024609,0.646031,0.809061,0.036761,0.845823,9
4,5,7,1,1,Pigs,'Absence or near absence',8500,1,104,21,2717.75,1.090229,2.819898,0.170833,0.224404,0.395237,'Tropical & Subtropical Moist Broadleaf Forests',26.150451,12334768177,1.102708,186946.1107,0.563876,0.119637,0.683513,0.695938,0.146659,0.842597,9
4,5,6,1,1,Pigs,'Absence or near absence',1200,2,89.277623,26.742583,3648.31,0.69808,3.276031,0.221375,0.184974,0.406349,'Tropical & Subtropical Moist Broadleaf Forests',27.335362,15811541694,0.331599,275106.3643,0.65208,0.041962,0.694042,0.77754,0.079541,0.857081,9
4,5,6,1,1,Pigs,'Absence or near absence',300,10,130.606335,42,3121.92,0.948131,3.370992,0.196849,0.23044,0.427289,'Tropical & Subtropical Moist Broadleaf Forests',26.317945,13402360753,0.313344,271024.8361,0.675203,0.050536,0.725739,0.782652,0.077861,0.860513,7
4,5,7,1,1,Pigs,'Absence or near absence',800,5,84.816148,11,3421.54,0.540899,2.993832,0.249257,0.194036,0.443293,'Tropical & Subtropical Moist Broadleaf Forests',27.453306,15835704760,0.258121,285198.0807,0.660764,0.043846,0.70461,0.789681,0.061898,0.85158,7
2,4,7,1,1,Pigs,'Absence or near absence',2000,5,63.152972,20,2272.66,0.452777,3.088426,0.222868,0.160888,0.383757,'Tropical & Subtropical Moist Broadleaf Forests',27.710409,10765114054,0.160422,219223.7921,0.592641,0.032464,0.625106,0.812637,0.029596,0.842233,11
4,5,7,1,1,Pigs,'Absence or near absence',1300,18.046388,160.028304,48,2931.29,0.577755,2.854928,0.269244,0.17195,0.441194,'Tropical & Subtropical Moist Broadleaf Forests',26.857137,14085433236,1.118232,204076.6698,0.567431,0.091195,0.658626,0.689557,0.150417,0.839974,9
4,5,7,2,1,Pigs,'Absence or near absence',24000,22.675318,63,3,2358.2,1.353499,3.723135,0.168049,0.261562,0.429611,'Tropical & Subtropical Moist Broadleaf Forests',24.621061,9080134139,4.108711,115889.451,0.473566,0.102251,0.575817,0.585864,0.222273,0.808137,7
3,5,5,2,1,Pigs,'Absence or near absence',1560,19,64.774314,2,2403.91,1.131834,3.676328,0.187977,0.226301,0.414278,'Tropical & Subtropical Moist Broadleaf Forests',25.764425,12712614095,2.567641,157696.1767,0.504448,0.113609,0.618057,0.627104,0.195308,0.822412,9
5,5,7,1,1,Bovine,'Absence or near absence',5000,2.860633,62,4,1400.86,1.427316,4.112942,0.159654,0.258497,0.418151,'Tropical & Subtropical Moist Broadleaf Forests',25.051728,10346214972,3.577988,128099.7419,0.475189,0.105769,0.580958,0.59702,0.2126,0.80962,9
3,5,7,2,1,Pigs,'Absence or near absence',200,1,66.238396,2,2178.32,0.851347,3.054345,0.218032,0.226476,0.444508,'Tropical & Subtropical Moist Broadleaf Forests',25.922248,13181598905,2.286805,166800.8324,0.51563,0.110796,0.626426,0.636466,0.189604,0.82607,8
4,5,7,3,1,Pigs,'Absence or near absence',3000,1,56.334194,4,3196.02,1.119023,4.254379,0.186326,0.196955,0.383281,'Tropical & Subtropical Moist Broadleaf Forests',25.377617,11207299165,2.536346,160464.9687,0.533704,0.091283,0.624987,0.622527,0.190188,0.812715,9
4,5,7,1,1,Pigs,'Absence or near absence',200,5,22,7,2717.75,1.461328,4.160882,0.163793,0.237933,0.401726,'Tropical & Subtropical Moist Broadleaf Forests',25.776102,13069862410,2.628869,153148.5798,0.489759,0.120711,0.61047,0.624776,0.199119,0.823895,9
